date,home,away,home-points,away-points
228,Villanova,Delaware,10,4
228,Bucknell,Colgate,8,10
228,Cornell,Albany,16,9
228,Hartford,Manhattan,15,5
228,JHU,Princeton,15,16
228,Michigan,Canisius,13,5
228,ND,Dartmouth,20,5
228,Richmond,UMBC,5,9
228,Siena,St-Johns,8,7
228,Massachusetts,Brown,12,18
228,UMass-Lowell,Wagner,6,14
228,Yale,Bryant,16,9
228,Vermont,BU,7,15
228,Loyola,Lehigh,11,8
228,HCU,Navy,6,7
301,Syracuse,Virginia,15,9
301,OSU,Marquette,9,10
301,Bellarmine,Detroit,11,14
301,Duke,Providence,20,8
303,Delaware,HCU,18,6
303,Drexel,St-Josephs,11,7
303,Monmouth,Wagner,7,3
303,Rutgers,Army,7,9
303,St-Johns,Yale,10,11
303,Harvard,Quinnipiac,17,12
303,NJIT,Vermont,10,17
303,Navy,Towson,8,7
303,Lafayette,Penn,6,9
303,Jacksonville,Michigan,14,8
304,Detroit,Mercer,12,7
304,Dartmouth,SHU,9,10
304,Marist,SBU,10,14
304,Hartford,Brown,8,17
304,MSM,Georgetown,5,11
306,Jacksonville,Marquette,10,12
307,UNC,Manhattan,26,6
307,Georgetown,Hobart,15,10
307,Harvard,PSU,12,9
307,JHU,Navy,13,8
307,NJIT,UMass-Lowell,7,9
307,Marist,HPU,10,9
307,Quinnipiac,Hartford,9,10
307,Maryland,Princeton,11,4
307,Denver,ND,11,10
307,Drexel,Bryant,11,8
307,Duke,Loyola,14,8
307,HCU,Army,7,6
307,Lehigh,Bucknell,8,9
307,OSU,Hofstra,9,8
307,Richmond,VMI,20,1
307,RMU,Siena,12,10
307,Syracuse,St-Johns,14,6
307,UMBC,Towson,7,11
307,Penn,Villanova,11,17
307,Virginia,Cornell,15,14
307,Vermont,AF,11,10
307,Wagner,Dartmouth,10,11
307,Yale,Fairfield,9,8
307,Furman,MSM,6,7
307,Albany,Massachusetts,10,9
307,Providence,SHU,11,8
307,Colgate,BU,11,18
307,St-Josephs,Monmouth,9,2
308,VMI,AF,8,12
308,Delaware,Binghamton,7,11
308,Mercer,Marquette,6,14
308,Rutgers,SBU,9,13
308,Michigan,Brown,12,22
309,HCU,Harvard,9,20
310,Bucknell,Fairfield,10,9
310,Georgetown,Vermont,18,10
310,Massachusetts,Quinnipiac,18,5
310,UMass-Lowell,Providence,6,11
310,UNC,Bryant,10,9
310,Hobart,Canisius,10,4
310,PSU,Marist,9,8
310,Virginia,St-Josephs,15,14
310,Villanova,Lehigh,8,3
310,Lafayette,Navy,4,18
311,Jacksonville,RMU,18,13
311,MSM,Richmond,7,8
314,AF,Detroit,9,6
314,Army,Loyola,10,12
314,Georgetown,Duke,13,15
314,Hofstra,Providence,15,4
314,Towson,Hobart,9,6
314,Delaware,Rutgers,12,17
314,Massachusetts,PSU,12,8
314,UMBC,Binghamton,4,13
314,Virginia,ND,9,11
314,VMI,Jacksonville,3,8
314,Yale,Cornell,7,14
314,Bucknell,HCU,15,6
314,BU,Lafayette,17,8
314,Fairfield,Colgate,13,9
314,Hartford,UMass-Lowell,13,5
314,Manhattan,Canisius,4,8
314,Marist,Monmouth,10,3
314,Mercer,HPU,12,11
314,OSU,Denver,13,11
314,Richmond,UNC,11,16
314,Siena,Quinnipiac,9,6
314,St-Johns,Drexel,10,9
314,SBU,Albany,15,17
314,St-Josephs,Michigan,8,9
314,Penn,Princeton,11,17
314,Villanova,Maryland,2,10
314,Furman,Bellarmine,9,7
314,Syracuse,JHU,13,10
314,Navy,Lehigh,13,12
314,Brown,Harvard,14,9
314,SHU,Vermont,21,17
317,Wagner,VMI,12,4
317,Brown,Bucknell,9,10
317,Canisius,Albany,6,26
317,HCU,Hartford,11,2
317,UMass-Lowell,Fairfield,5,11
317,SHU,Lafayette,14,11
317,Rutgers,Princeton,11,12
317,Cornell,Colgate,10,9
317,Hofstra,St-Johns,10,7
317,NJIT,Monmouth,3,6
317,Lehigh,Denver,4,10
317,Towson,OSU,6,7
317,UNC,Harvard,15,10
318,Delaware,Manhattan,12,5
318,Loyola,Georgetown,12,13
320,Rutgers,NJIT,21,2
321,Colgate,Navy,6,7
321,Georgetown,Marquette,10,9
321,Hofstra,Massachusetts,7,9
321,HPU,AF,10,9
321,Albany,Hartford,24,6
321,Bellarmine,VMI,17,7
321,Binghamton,Towson,8,9
321,Hobart,Bryant,7,6
321,HCU,St-Johns,13,11
321,Jacksonville,Richmond,8,17
321,Lehigh,Army,5,7
321,Michigan,Drexel,7,9
321,Quinnipiac,Detroit,13,12
321,SBU,UMBC,12,6
321,Wagner,MSM,6,5
321,Dartmouth,Harvard,12,11
321,SHU,RMU,12,10
321,Canisius,Marist,7,9
321,PSU,Denver,8,10
321,Brown,Manhattan,22,9
321,BU,Bucknell,11,9
321,Cornell,Penn,10,9
321,Monmouth,Siena,5,4
321,Princeton,Yale,11,10
321,Delaware,St-Josephs,6,14
321,UMass-Lowell,Vermont,10,18
321,ND,OSU,9,0
321,Lafayette,Loyola,10,19
321,Fairfield,Villanova,11,4
321,JHU,Virginia,15,16
321,Furman,Mercer,10,11
321,UNC,Maryland,8,10
322,Syracuse,Duke,19,7
323,Richmond,NJIT,21,3
324,Dartmouth,Vermont,16,15
324,Monmouth,Lehigh,5,16
324,RMU,Maryland,4,13
324,Drexel,Binghamton,9,5
324,Brown,Marist,16,15
324,Bryant,Providence,7,5
324,UMBC,MSM,11,8
324,VMI,Virginia,2,17
325,Harvard,Albany,18,21
327,UMBC,Lafayette,18,7
328,Canisius,Siena,10,9
328,HPU,Furman,10,3
328,NJIT,Wagner,2,7
328,MSM,SHU,10,2
328,Navy,BU,14,6
328,ND,Syracuse,13,12
328,Quinnipiac,Marist,10,17
328,Towson,Massachusetts,6,3
328,Detroit,Manhattan,13,7
328,Binghamton,Hartford,12,13
328,Bucknell,Army,4,12
328,Cornell,Dartmouth,8,2
328,Denver,Georgetown,19,7
328,Mercer,Bellarmine,8,6
328,RMU,Hobart,6,7
328,St-Johns,Providence,17,7
328,Delaware,Hofstra,5,9
328,Virginia,Richmond,14,7
328,Villanova,Marquette,8,9
328,Vermont,SBU,12,21
328,AF,Jacksonville,18,5
328,JHU,Rutgers,9,7
328,Loyola,Colgate,4,11
328,Albany,UMass-Lowell,25,0
328,HCU,Lehigh,7,19
328,Drexel,Fairfield,4,7
328,Penn,Yale,7,15
329,Princeton,Brown,8,10
329,Bryant,St-Josephs,7,8
329,UNC,Duke,15,14
329,PSU,OSU,8,10
329,Maryland,Michigan,13,4
331,Bellarmine,Marquette,9,3
331,Siena,Hartford,9,14
331,Manhattan,NJIT,7,5
331,SBU,Quinnipiac,17,9
331,Yale,SHU,13,3
331,Lafayette,Monmouth,8,7
402,Syracuse,Albany,17,12
403,Denver,Villanova,15,4
403,Virginia,UNC,6,10
404,Army,BU,17,8
404,Bellarmine,AF,8,11
404,Marquette,St-Johns,14,12
404,MSM,Bucknell,12,11
404,VMI,Mercer,4,17
404,Harvard,Cornell,10,9
404,Hartford,UMBC,9,8
404,Hofstra,Drexel,7,8
404,Lafayette,HCU,11,7
404,Marist,Detroit,8,7
404,Providence,Georgetown,6,9
404,SHU,Hobart,5,13
404,St-Josephs,RMU,18,11
404,Massachusetts,Fairfield,9,10
404,UMass-Lowell,Binghamton,6,14
404,Vermont,Albany,10,20
404,Wagner,Bryant,3,5
404,Richmond,Furman,8,2
404,Colgate,Lehigh,12,8
404,Jacksonville,HPU,6,9
404,Loyola,Navy,17,7
404,Brown,Penn,11,14
404,Monmouth,Canisius,10,7
404,SBU,Princeton,13,10
404,Maryland,PSU,12,5
404,Yale,Dartmouth,10,4
404,Duke,ND,10,15
404,Delaware,Towson,7,12
404,Manhattan,Quinnipiac,6,8
405,Michigan,Rutgers,10,8
405,OSU,JHU,15,12
407,ND,Marquette,14,7
407,Bryant,SHU,16,6
407,BU,Harvard,8,9
407,Cornell,Canisius,12,6
407,Hofstra,Marist,8,11
407,Lehigh,Princeton,16,15
407,St-Josephs,Wagner,14,3
407,Lafayette,NJIT,16,6
408,RMU,MSM,10,7
408,Maryland,Loyola,11,10
410,UMass-Lowell,SBU,9,20
411,Detroit,Monmouth,9,8
411,Cornell,Hofstra,14,5
411,Harvard,Penn,9,10
411,HPU,Richmond,9,20
411,Mercer,AF,7,10
411,MSM,St-Josephs,4,16
411,Providence,Marquette,10,14
411,Siena,Manhattan,14,6
411,UMBC,Vermont,10,11
411,Yale,Brown,16,10
411,Bellarmine,Jacksonville,17,9
411,Bryant,RMU,10,8
411,BU,Loyola,6,8
411,Dartmouth,Princeton,5,16
411,Hobart,Wagner,7,6
411,HCU,Colgate,13,14
411,Navy,Army,10,7
411,St-Johns,Denver,5,18
411,Canisius,Quinnipiac,7,9
411,Fairfield,Towson,7,8
411,Hartford,Massachusetts,15,8
411,Furman,VMI,13,5
411,Georgetown,Villanova,17,8
411,Drexel,Delaware,9,8
411,UNC,Syracuse,17,15
411,JHU,PSU,11,10
411,Binghamton,Albany,11,15
411,Lafayette,Bucknell,13,14
411,Marist,NJIT,20,4
412,Duke,Virginia,15,8
412,Michigan,OSU,8,13
412,SBU,Lehigh,11,12
412,Rutgers,Maryland,8,9
414,NJIT,Dartmouth,5,7
414,Bryant,Albany,8,10
414,Canisius,Binghamton,9,11
414,Hartford,SHU,8,9
414,Providence,Brown,11,15
414,Syracuse,Hobart,18,5
415,SBU,Duke,11,17
417,Princeton,Harvard,12,11
417,Army,Colgate,5,8
417,Bucknell,Loyola,10,9
417,BU,HCU,10,12
417,Lehigh,Lafayette,11,10
417,VMI,HPU,5,18
418,AF,RMU,10,9
418,OSU,Maryland,9,10
418,Mercer,Jacksonville,9,8
418,MSM,Bryant,6,8
418,Quinnipiac,Monmouth,9,8
418,Towson,Hofstra,2,9
418,Penn,Dartmouth,15,12
418,Bellarmine,Richmond,6,11
418,Brown,Cornell,15,6
418,Denver,Providence,13,9
418,Fairfield,Delaware,12,11
418,Manhattan,Marist,3,15
418,Marquette,Duke,8,15
418,Siena,Detroit,13,14
418,St-Josephs,Hobart,7,6
418,UMBC,UMass-Lowell,13,7
418,Virginia,Georgetown,12,9
418,Vermont,Hartford,14,11
418,Wagner,SHU,8,9
418,JHU,Michigan,16,9
418,ND,UNC,15,14
418,Massachusetts,Drexel,12,9
418,Albany,Yale,12,11
418,Villanova,St-Johns,21,11
419,VMI,Canisius,6,20
419,SBU,Binghamton,14,13
419,PSU,Rutgers,11,6
421,Loyola,Army,11,12
421,Siena,Albany,7,23
421,Bryant,Brown,8,9
421,Bucknell,Lehigh,13,8
421,Dartmouth,UMass-Lowell,18,9
423,AF,Quinnipiac,10,12
424,Colgate,Bucknell,18,5
424,ND,Duke,8,13
424,Fairfield,Hofstra,5,4
424,Hartford,SBU,8,9
424,Massachusetts,Delaware,9,10
424,Navy,Army,7,11
424,UNC,Syracuse,8,9
425,Georgetown,St-Johns,13,10
425,Hobart,MSM,8,10
425,Richmond,Mercer,10,6
425,Rutgers,OSU,17,10
425,Binghamton,Vermont,13,14
425,Cornell,Princeton,15,10
425,Dartmouth,Brown,8,17
425,Drexel,Towson,11,10
425,HPU,Bellarmine,10,9
425,Marquette,Denver,11,18
425,Providence,Villanova,6,5
425,RMU,Wagner,14,6
425,SHU,St-Josephs,8,13
425,Monmouth,Manhattan,14,5
425,Detroit,Canisius,11,6
425,Albany,UMBC,20,9
425,Harvard,Yale,8,7
425,Michigan,PSU,9,10
425,Marist,Siena,15,4
425,Penn,Virginia,6,12
425,Jacksonville,Furman,7,11
425,Maryland,JHU,12,15
426,Colgate,Army,11,8
426,Syracuse,Duke,15,14
426,VMI,UMass-Lowell,11,10
430,Drexel,Towson,8,11
430,Quinnipiac,Detroit,16,9
430,St-Josephs,MSM,10,4
430,Georgetown,Marquette,12,8
430,SBU,Vermont,16,13
430,Richmond,Furman,8,7
430,JHU,PSU,14,9
430,Albany,Hartford,15,6
430,Fairfield,Massachusetts,8,9
430,Marist,Monmouth,11,6
430,Villanova,Denver,9,16
430,Hobart,Bryant,8,11
430,Mercer,HPU,6,7
430,Maryland,OSU,6,9
501,Cornell,Princeton,7,11
501,Brown,Yale,6,10
502,Albany,SBU,22,9
502,AF,Navy,8,9
502,Army,ND,8,17
502,St-Josephs,Bryant,6,10
502,Towson,Massachusetts,9,8
502,Marist,Quinnipiac,16,14
502,Richmond,HPU,8,9
502,Colgate,Syracuse,7,9
502,Denver,Georgetown,16,8
502,JHU,OSU,13,6
503,Princeton,Yale,10,11
503,Duke,BU,13,7
506,Marist,Bryant,10,6
506,Towson,HPU,10,8
509,Cornell,Albany,10,19
509,Maryland,Yale,8,7
509,ND,Towson,12,10
509,Duke,OSU,11,16
510,Denver,Brown,15,9
510,Virginia,JHU,7,19
510,UNC,Colgate,19,12
510,Syracuse,Marist,20,8
516,ND,Albany,14,10
516,Denver,OSU,15,13
517,Syracuse,JHU,15,16
517,UNC,Maryland,7,14
523,ND,Denver,10,11
523,Maryland,JHU,12,11
525,Denver,Maryland,10,5

