date,home,away,home-points,away-points
330,Princeton,Brown,15,8
330,RMU,Wagner,22,6
330,Rutgers,Providence,9,10
330,Siena,Manhattan,11,8
330,St-Josephs,Massachusetts,7,6
330,Towson,Hofstra,7,6
330,UNC,JHU,11,10
330,Penn,Yale,6,7
330,Virginia,Maryland,7,9
330,Vermont,SBU,10,19
330,Villanova,PSU,6,7
331,Colgate,Army,4,10
331,Mercer,HPU,10,12
402,Marquette,ND,5,17
402,Wagner,Manhattan,11,12
402,Yale,Providence,13,6
403,Georgetown,Villanova,6,8
403,Marist,Delaware,7,8
405,Denver,Marquette,15,4
405,Duke,HPU,17,6
405,JHU,Albany,9,10
405,Navy,Maryland,8,11
406,Army,Bucknell,8,9
406,Brown,Penn,3,10
406,Bryant,RMU,15,11
406,Canisius,Siena,6,16
406,Harvard,Cornell,12,14
406,Lafayette,HCU,10,11
406,Lehigh,Colgate,13,10
406,Loyola,Fairfield,13,7
406,Mercer,AF,9,15
406,OSU,Hobart,10,6
406,Princeton,Syracuse,12,13
406,PSU,Drexel,13,6
406,Quinnipiac,MSM,12,8
406,St-Johns,Georgetown,13,14
406,SBU,Binghamton,13,14
406,St-Josephs,Hofstra,1,13
406,Towson,Massachusetts,9,5
406,Delaware,Michigan,12,5
406,Detroit,Manhattan,14,8
406,UMBC,Vermont,19,6
406,Virginia,UNC,7,10
406,Villanova,Rutgers,11,9
406,VMI,Jacksonville,8,13
406,Wagner,SHU,8,21
406,Yale,Dartmouth,7,5
407,Albany,Hartford,24,11
407,Denver,Bellarmine,11,10
407,Providence,ND,8,13
409,Bryant,HCU,10,6
409,Dartmouth,Hartford,7,8
409,Quinnipiac,Harvard,8,18
409,Rutgers,Princeton,8,13
410,Syracuse,Cornell,13,12
412,Bucknell,Lehigh,7,11
412,Duke,Virginia,19,16
412,Yale,Brown,11,8
413,Bellarmine,Hobart,8,9
413,Binghamton,Hartford,3,11
413,Dartmouth,Princeton,10,9
413,Fairfield,AF,9,8
413,Harvard,Penn,8,7
413,HCU,Providence,11,12
413,Hofstra,UNC,5,14
413,HPU,Marquette,6,14
413,Jacksonville,Marist,11,14
413,Lafayette,Colgate,10,14
413,Loyola,Denver,12,13
413,Manhattan,Canisius,6,8
413,Michigan,OSU,8,17
413,Navy,Army,7,14
413,PSU,Towson,10,8
413,SHU,Quinnipiac,12,13
413,Siena,Detroit,13,10
413,St-Johns,Villanova,11,13
413,SBU,UMBC,12,13
413,St-Josephs,Delaware,6,11
413,Syracuse,Rutgers,12,11
413,Massachusetts,Drexel,14,15
413,Maryland,JHU,4,7
413,Vermont,Albany,11,21
413,Wagner,Bryant,6,15
414,ND,Georgetown,10,8
414,RMU,MSM,12,11
414,VMI,Mercer,8,16
415,Canisius,Binghamton,12,11
415,Yale,SBU,11,10
416,Providence,Brown,6,7
416,Syracuse,Hobart,12,13
419,Albany,UMBC,16,10
419,Princeton,Harvard,14,6
420,AF,OSU,9,10
420,Binghamton,Vermont,7,8
420,Brown,Cornell,7,13
420,Canisius,Jacksonville,10,11
420,Colgate,Bucknell,8,13
420,Denver,Fairfield,9,10
420,Drexel,Towson,14,11
420,Georgetown,Syracuse,8,9
420,Hartford,SBU,9,10
420,Hobart,Loyola,11,19
420,HCU,Army,5,14
420,Hofstra,Massachusetts,8,9
420,JHU,Navy,15,4
420,Lehigh,Lafayette,14,5
420,Marist,Siena,10,9
420,Michigan,St-Josephs,11,8
420,Marquette,Detroit,14,9
420,MSM,Bryant,10,9
420,ND,Villanova,13,9
420,Providence,St-Johns,13,16
420,Quinnipiac,Wagner,11,10
420,Rutgers,Duke,7,16
420,SHU,RMU,14,13
420,Delaware,PSU,7,13
420,Maryland,Yale,8,7
420,UNC,HPU,20,8
420,Penn,Dartmouth,11,2
420,Virginia,Bellarmine,12,7
420,VMI,Manhattan,10,6
423,Bellarmine,Marquette,8,9
423,Bryant,Brown,7,8
423,HCU,Dartmouth,11,10
423,Siena,Albany,10,9
423,St-Josephs,Marist,6,14
426,Bucknell,Army,12,9
426,Lehigh,Colgate,15,7
426,Massachusetts,Delaware,16,8
426,Maryland,Virginia,6,13
426,UNC,Duke,18,17
427,AF,Hobart,16,12
427,Bryant,SHU,12,7
427,Dartmouth,Brown,7,8
427,Denver,Michigan,12,4
427,Drexel,HPU,14,8
427,Harvard,Yale,10,11
427,Hofstra,PSU,7,16
427,JHU,Loyola,4,8
427,Manhattan,Marist,14,12
427,Mercer,Jacksonville,9,12
427,OSU,Fairfield,14,8
427,Princeton,Cornell,11,17
427,RMU,Quinnipiac,9,7
427,Rutgers,Georgetown,7,15
427,Siena,VMI,16,10
427,St-Johns,Marquette,15,10
427,SBU,Albany,12,21
427,Syracuse,ND,10,4
427,Towson,St-Josephs,13,6
427,Detroit,Canisius,13,7
427,UMBC,Binghamton,10,9
427,Penn,Bellarmine,10,5
427,Vermont,Hartford,11,17
427,Villanova,Providence,19,11
427,Wagner,MSM,7,14
428,Lehigh,Bucknell,11,5
428,UNC,Virginia,16,13
501,Drexel,Towson,8,11
501,PSU,Massachusetts,10,7
502,Bryant,SHU,11,9
502,Denver,Fairfield,10,8
502,Hartford,UMBC,13,15
502,Loyola,OSU,11,18
502,RMU,Quinnipiac,15,14
502,SBU,Albany,15,17
502,Syracuse,ND,9,3
502,Villanova,Georgetown,15,12
503,Army,JHU,4,9
503,Cornell,Princeton,13,14
503,Jacksonville,Siena,8,11
503,Marist,Detroit,6,7
503,PSU,Towson,10,11
503,Yale,Penn,9,6
504,Albany,UMBC,19,10
504,Bryant,RMU,14,7
504,Denver,OSU,10,11
504,Maryland,Colgate,18,6
504,Villanova,Syracuse,9,13
505,Marquette,Duke,3,19
505,Siena,Detroit,10,11
505,Yale,Princeton,12,8
511,Denver,Albany,19,14
511,ND,Detroit,9,7
511,PSU,Yale,7,10
511,UNC,Lehigh,16,7
512,Duke,Loyola,12,11
512,OSU,Towson,16,6
512,Syracuse,Bryant,12,7
512,Maryland,Cornell,8,16
518,OSU,Cornell,6,16
518,Syracuse,Yale,7,6
519,Denver,UNC,12,11
519,ND,Duke,11,12
525,Duke,Cornell,16,14
525,Syracuse,Denver,9,8
527,Syracuse,Duke,10,16

